louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,115,28,13.29039947826087,0.5018214573304348,1.577205775825835,0.0039,0.9842,0.0021,0.9915
15,103,33,9.329087283495145,-0.1578213021359223,0.9058773800637513,0.0285,0.8749,0.051,0.778
21,197,41,10.478111723857868,0.07836287321319797,1.3521149159335732,0.1874,0.2406,0.2013,0.207
