louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,2261,35,11.139007043564794,-0.032724694099071215,2.084058017951265,0.4593,0.0055,0.419,0.0122
1,146,20,5.9688424794520545,-0.23292443027191784,1.1068899675969863,-0.3068,0.1882,-0.2645,0.2598
2,1323,51,9.7784103430839,-0.0460938871760393,1.1787537019003747,0.4274,0.0018,0.4198,0.0022
3,2227,46,9.919237905882353,-0.28372666688603504,1.3573288543351005,0.5332,0.0001,0.5255,0.0002
4,220,39,10.11385913,-0.04874036561818182,1.1066425137516624,-0.1416,0.3898,-0.1288,0.4346
5,1345,52,10.6264780669145,-0.06344149499918214,1.4524726419969505,0.4751,0.0004,0.4791,0.0003
6,6277,49,9.407300234793691,-0.13780524665198662,1.4961468438590184,0.6138,0.0,0.6101,0.0
7,994,51,9.665570380482897,-0.4265403650848088,1.1685474799573674,0.4558,0.0008,0.447,0.001
8,705,50,11.765802750921987,0.4862409854452482,1.0458288814893613,0.3193,0.0238,0.2885,0.0422
11,9092,50,10.785977191706994,0.013177786394860311,1.584664902838452,0.7796,0.0,0.7738,0.0
12,1231,51,11.18495199642567,0.024321638014427296,1.187877903444806,0.4799,0.0004,0.475,0.0004
13,128,42,9.76157809921875,0.05461076112109378,0.9880704314918624,-0.1171,0.4601,-0.1164,0.4629
15,804,44,9.411206586069651,-0.09474880081641791,1.3155595394912745,0.3864,0.0096,0.3865,0.0096
16,338,44,9.179523671005917,-0.2938094015177515,1.2764662842132763,0.5424,0.0001,0.5595,0.0001
