louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,3607,41,10.611202717715553,0.002202550817507621,1.520221415004594,0.6265,0.0,0.618,0.0
1,104,29,5.9697788317307685,-0.10704598844519228,1.0701460161191994,0.4329,0.019,0.4517,0.0139
2,2881,52,10.157988853314821,-0.047139950867802836,1.1373132099292218,0.7456,0.0,0.7423,0.0
4,3264,52,10.157671211305146,-0.19000113980536154,1.1638290562445741,0.5696,0.0,0.5681,0.0
5,1166,52,10.580178252744426,-0.04115361032259863,1.0818791047626217,0.3599,0.0088,0.3577,0.0092
6,5752,49,10.842054157632129,0.025012939360799704,1.5117551299541867,0.8573,0.0,0.8543,0.0
7,2012,52,9.903736031809144,-0.1276347119912028,1.0795045256224085,0.5012,0.0002,0.506,0.0001
8,5622,52,10.870320102187833,-0.00539187389973319,1.260727367095954,0.7832,0.0,0.7899,0.0
11,247,37,6.065862223481782,-0.08615104644129558,2.2352078242000704,0.2137,0.204,0.2103,0.2114
12,221,50,10.414855088687784,-0.14994730615384613,1.559537974536589,0.2239,0.1181,0.207,0.1492
13,184,46,10.141934695652173,-0.15174608395760872,1.2194180045496457,0.2406,0.1072,0.2457,0.0998
15,4843,52,10.37993569950444,-0.10757974990639892,1.1672518752583616,0.6148,0.0,0.614,0.0
16,2230,52,10.662998595201795,0.06964999484340807,1.2324709185731304,0.6991,0.0,0.7068,0.0
