animal_id,age,louvain,region,age_group,lochness_score,lochness_pvalue,lochness_significant,lochness_category
8M0,8.12,2,MB,young,-0.410909090909091,0.047962962962962964,True,neutral
8M0,8.12,2,MB,young,-0.6072727272727273,0.047962962962962964,True,young_enriched
8M0,8.12,2,MB,young,-0.21454545454545468,0.36435185185185187,False,neutral
8M0,8.12,2,MB,young,-0.018181818181818347,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,0.5709090909090907,0.011620370370370371,True,old_enriched
43N,17.0,2,MB,old,-0.21454545454545468,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,0.3745454545454543,0.17944444444444443,False,neutral
98V,16.03,2,MB,old,0.3745454545454543,0.17944444444444443,False,neutral
43N,17.0,2,MB,old,0.5709090909090907,0.011620370370370371,True,old_enriched
8M0,8.12,2,MB,young,-0.018181818181818347,0.36435185185185187,False,neutral
1L1,8.17,2,MB,young,-0.21454545454545468,0.36435185185185187,False,neutral
1L1,8.17,2,MB,young,0.178181818181818,0.17944444444444443,False,neutral
43N,17.0,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
2T6,5.18,2,MB,young,0.3745454545454543,0.17944444444444443,False,neutral
43N,17.0,2,MB,old,0.178181818181818,0.17944444444444443,False,neutral
8M0,8.12,2,MB,young,0.178181818181818,0.17944444444444443,False,neutral
1L1,8.17,2,MB,young,-0.21454545454545468,0.36435185185185187,False,neutral
3E4,11.99,2,MB,old,0.178181818181818,0.17944444444444443,False,neutral
8M0,8.12,2,MB,young,-0.6072727272727273,0.047962962962962964,True,young_enriched
8M0,8.12,2,MB,young,-0.6072727272727273,0.047962962962962964,True,young_enriched
43N,17.0,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,0.5709090909090907,0.011620370370370371,True,old_enriched
1L1,8.17,2,MB,young,-0.6072727272727273,0.047962962962962964,True,young_enriched
1L1,8.17,2,MB,young,-0.21454545454545468,0.36435185185185187,False,neutral
82V,16.01,2,MB,old,-0.410909090909091,0.047962962962962964,True,neutral
3E4,11.99,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
97R,17.93,2,MB,old,0.178181818181818,0.17944444444444443,False,neutral
8M0,8.12,2,MB,young,-0.018181818181818347,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,-0.6072727272727273,0.047962962962962964,True,young_enriched
43N,17.0,2,MB,old,0.178181818181818,0.17944444444444443,False,neutral
98V,16.03,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
3E4,11.99,2,MB,old,0.178181818181818,0.17944444444444443,False,neutral
8M0,8.12,2,MB,young,-0.21454545454545468,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,-0.21454545454545468,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,0.5709090909090907,0.011620370370370371,True,old_enriched
8M0,8.12,2,MB,young,-0.8036363636363637,0.008472222222222223,True,young_enriched
8M0,8.12,2,MB,young,-0.410909090909091,0.047962962962962964,True,neutral
8M0,8.12,2,MB,young,-0.410909090909091,0.047962962962962964,True,neutral
43N,17.0,2,MB,old,0.178181818181818,0.17944444444444443,False,neutral
8M0,8.12,2,MB,young,-0.018181818181818347,0.36435185185185187,False,neutral
82V,16.01,2,MB,old,0.3745454545454543,0.17944444444444443,False,neutral
1L1,8.17,2,MB,young,-0.6072727272727273,0.047962962962962964,True,young_enriched
1L1,8.17,2,MB,young,-0.018181818181818347,0.36435185185185187,False,neutral
8M0,8.12,2,MB,young,-1.0,0.0009722222222222222,True,young_enriched
3E4,11.99,2,MB,old,0.767272727272727,0.0008333333333333334,True,old_enriched
1L1,8.17,2,MB,young,0.178181818181818,0.17944444444444443,False,neutral
43N,17.0,2,MB,old,0.178181818181818,0.17944444444444443,False,neutral
8M0,8.12,2,MB,young,-0.21454545454545468,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,-0.21454545454545468,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
3E4,11.99,2,MB,old,-0.21454545454545468,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,0.5709090909090907,0.011620370370370371,True,old_enriched
1L1,8.17,2,MB,young,0.178181818181818,0.17944444444444443,False,neutral
82V,16.01,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
43N,17.0,2,MB,old,0.3745454545454543,0.17944444444444443,False,neutral
43N,17.0,2,MB,old,0.3745454545454543,0.17944444444444443,False,neutral
8M0,8.12,2,MB,young,0.178181818181818,0.17944444444444443,False,neutral
43N,17.0,2,MB,old,0.5709090909090907,0.011620370370370371,True,old_enriched
43N,17.0,2,MB,old,-0.018181818181818347,0.36435185185185187,False,neutral
