louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,807,46,6.515102784758364,-0.16412626334708796,1.1709073447342944,0.154,0.307,0.1452,0.3356
1,125,24,8.758928068000001,-0.245729250224,1.7958411991959742,0.3222,0.1246,0.3029,0.1502
5,365,43,7.852290363835617,-0.0012846892271232908,1.2509579986154395,0.102,0.515,0.1167,0.4561
8,896,46,7.833286753236607,-0.16126282564375,1.1480178078689725,0.5724,0.0,0.5562,0.0001
9,206,35,6.991640749029126,0.09555636816990294,1.3993105717650267,0.4707,0.0043,0.4626,0.0051
12,136,12,8.474676435294116,0.4432981012838236,1.642171784711168,0.2412,0.45,0.2677,0.4003
13,1524,40,9.580198806102363,0.039029190913910765,1.7382806160454825,0.4637,0.0026,0.4619,0.0027
14,247,38,8.321084953036438,0.1663029019311741,1.1291368201220227,0.3501,0.0312,0.3057,0.062
15,1283,42,7.385033462275915,-0.464805476973523,1.1912383214002185,0.6578,0.0,0.6488,0.0
16,161,37,7.439788742857144,-0.5940916278850932,1.0919202581693142,0.1052,0.5354,0.1036,0.5416
17,1081,23,5.7053829241443115,-0.39686662496456987,1.3019431735552505,0.6043,0.0023,0.6036,0.0023
18,225,20,6.395937708888889,-0.43457597253244445,1.0837846952368484,0.2905,0.214,0.2732,0.2439
19,247,36,6.9020485356275305,-0.09908319302145756,1.063697549123129,-0.0119,0.9452,-0.03,0.862
20,250,27,6.440583938800001,-0.47700511799080003,0.8969575146939787,0.2782,0.16,0.2767,0.1623
21,203,30,7.471182160098523,0.13229349072315272,0.8943189352096483,-0.0599,0.7533,-0.0668,0.7258
24,202,26,6.999178169306931,-0.5713210470094059,1.2775900772909072,0.2155,0.2904,0.19,0.3525
