louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
8,100,43,9.989500023,0.22589270882999993,1.1189720729197052,-0.038,0.8086,-0.089,0.5705
10,425,49,9.200891730352941,-0.14751164543489412,1.0317950881022313,0.1882,0.1954,0.1975,0.1738
12,5596,51,10.722724023463188,0.13189856282979986,1.3313551432507809,0.8196,0.0,0.8199,0.0
13,1995,50,10.227115761002505,-0.08600252227317291,1.089686500352448,0.5235,0.0001,0.5075,0.0002
