louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
12,12780,52,9.500159605352112,0.07463213491161816,1.2968392587195643,0.7864,0.0,0.7902,0.0
13,3123,52,9.845939790393853,0.11241322250477105,1.151635931615478,0.5251,0.0001,0.5142,0.0001
