louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
4,1400,51,12.462496280571429,0.13902698865542856,1.9044848930445828,0.452,0.0009,0.4562,0.0008
5,878,51,10.84948747095672,-0.04075049684437358,1.138719935898015,0.1875,0.1878,0.1896,0.1826
6,1567,50,10.995425633120613,0.21186272831731973,1.221635518742914,0.4467,0.0011,0.4391,0.0014
7,6138,51,10.996766665721733,0.07481773552472466,1.0821320861194341,0.5005,0.0002,0.4884,0.0003
8,115,39,9.753269594782607,-0.06678272631999999,0.8026509144644517,-0.4726,0.0024,-0.4951,0.0014
