louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,537,52,9.592366784357543,0.04111535241936686,1.083761746862666,0.1291,0.3616,0.1277,0.367
1,2233,52,9.455883053784145,0.023801803623000446,1.0595301153992345,0.2062,0.1425,0.2174,0.1217
2,523,50,9.734785876099426,-0.06313292117858509,1.1629370043680793,0.0511,0.7246,0.0438,0.7624
3,249,48,9.152220842971886,0.08354332666626507,1.1802047691462738,0.3075,0.0335,0.3228,0.0252
4,499,51,10.572484817034068,0.08514724348777557,1.0336856607458924,0.2704,0.055,0.2703,0.0551
7,211,29,10.975502043127964,-0.13177531549763033,1.022116924724084,0.1025,0.5966,0.078,0.6875
8,983,52,10.051903339267549,-0.08060981761922686,1.1724033433539236,0.3383,0.0142,0.3482,0.0114
9,1867,52,9.297422012158544,-0.09214829729817889,1.0446233190798229,0.1618,0.2519,0.1549,0.2729
10,595,52,10.253514190756302,-0.14791738887652098,1.1305437743687683,-0.0492,0.7288,-0.0602,0.6714
11,458,52,9.772216171179041,0.022959817491484708,1.0387257747499008,0.3456,0.0121,0.3458,0.0121
13,309,49,9.259634324595469,0.22235757027313918,0.9847581655423843,0.0115,0.9375,-0.0102,0.9448
14,2174,52,9.43389321927323,-0.07182592512378105,1.0456082958491821,0.352,0.0105,0.3613,0.0085
15,722,52,9.648523402077563,0.23588973295387813,1.012311904887134,0.2258,0.1074,0.225,0.1087
16,257,47,9.197805380933852,0.22477734008249026,0.9128427647952452,0.0019,0.9898,-0.01,0.9467
17,1052,51,9.364506582794679,-0.07984559765979088,1.0345532689157313,-0.1404,0.3258,-0.1166,0.4152
18,1454,52,9.24317119834938,-0.03722385682448418,1.0611248457151452,0.3901,0.0042,0.4003,0.0033
19,175,46,8.646319893714287,0.18359644207428574,0.9425572523917806,-0.0003,0.9985,0.0027,0.9857
20,800,52,9.5824124755,-0.03865848808349999,1.0614640739210406,0.3885,0.0044,0.368,0.0073
21,168,41,11.107041528571429,0.3422455752142858,1.1846124353507506,0.2216,0.1638,0.2139,0.1793
22,359,48,9.407688018941505,-0.03137699034122562,1.2166085090968177,0.1475,0.3172,0.1394,0.3447
23,1007,52,9.176986030387289,-0.13289109882065542,1.0375232947162818,0.2941,0.0343,0.2991,0.0312
24,197,45,8.51093907360406,-0.0875158182030457,0.889531973202463,0.0678,0.658,0.074,0.629
25,570,52,9.890249100526315,0.3160856952350877,1.0858608956930182,-0.1008,0.477,-0.075,0.597
