louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,2030,51,11.134088118817735,0.23309037378704436,1.100219414978413,0.5268,0.0001,0.5205,0.0001
1,838,50,11.398093033174224,0.13591346115632458,0.9971386807435189,0.1487,0.3027,0.1558,0.2798
2,2786,51,10.85656776787509,0.07850536916687006,1.0970158598692878,0.174,0.2219,0.1907,0.1801
3,4510,51,11.126989098669624,0.1388826436308736,1.0794023443554102,0.7023,0.0,0.6863,0.0
6,178,46,10.271775371348316,-0.06372128070612361,1.0308906417649977,0.092,0.543,0.1263,0.4028
8,156,43,11.84167955448718,0.08531434760987179,1.0248298249458945,0.1848,0.2355,0.1823,0.2419
10,660,50,11.528842362575759,0.14864208033466667,1.0901258116704835,0.2913,0.0401,0.301,0.0337
11,3678,52,11.271086166748233,0.12880857549116367,1.0836068005221766,0.4221,0.0018,0.4081,0.0027
13,3732,51,11.019565607824223,0.2033766098852457,1.1647459796238273,0.6498,0.0,0.612,0.0
14,1682,51,10.992400663436383,0.07165827894840666,0.9929212508728475,0.3166,0.0236,0.3025,0.0309
15,2293,51,11.565535481247274,0.24032962036448752,1.0678356340282058,0.446,0.001,0.4321,0.0015
16,1796,50,11.029156425779508,0.06584410198969934,1.0587767838028896,0.3233,0.022,0.2962,0.0367
17,1729,50,11.387672054598033,0.1367229014835107,1.1135903287311884,0.3812,0.0063,0.3812,0.0063
18,4027,51,11.308975867022598,0.062011985028505086,1.120687823015296,0.5952,0.0,0.6122,0.0
19,1386,50,11.318390253535354,0.1884135391699704,1.1185164050369,0.4717,0.0005,0.4839,0.0004
20,2319,51,11.241176357697283,0.12807901437379907,1.0473207789888228,0.1196,0.4033,0.1183,0.4085
21,1176,50,10.843179387329933,0.22717336735144558,1.0786130389646291,0.3229,0.0222,0.319,0.024
22,2545,52,10.68684356129666,0.03291691108253832,1.0566705568879498,0.3975,0.0035,0.3938,0.0039
23,888,48,10.854263505292794,-0.005864265763817565,0.9384078083513848,0.0957,0.5175,0.1068,0.4701
24,580,50,11.243579293448276,0.039478710632586206,1.0461440059591003,0.103,0.4767,0.0716,0.6211
25,3083,52,11.006133925527084,0.17048977105672397,1.0795061088549245,0.5137,0.0001,0.506,0.0001
