louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,136,33,8.813625055147059,-0.3422158501979412,1.084555554751861,0.2885,0.1035,0.2792,0.1156
1,175,34,9.457411581142857,-0.2452533595668571,0.9684892936839067,-0.2161,0.2197,-0.2284,0.1939
2,168,18,9.713601225,0.2352437111607143,0.9774344898920202,0.2505,0.3162,0.2246,0.3702
3,320,34,8.33488131125,-0.1609534841271875,1.010300510599244,0.0409,0.8183,0.0632,0.7225
4,32398,51,11.327642792940923,0.0679434344063403,1.2182354024500577,0.5612,0.0,0.561,0.0
5,2431,51,11.04919532097902,-0.0659014124052242,1.219313251209439,0.4505,0.0009,0.4556,0.0008
6,1129,52,10.369281594331266,-0.020365302295890165,1.2482188316282024,0.2038,0.1473,0.1975,0.1605
7,3077,51,9.939907612512187,-0.09971806566698732,1.0950869534965135,0.146,0.3065,0.1494,0.2955
13,129,19,8.378689947286821,-0.003338210217054282,1.106141714428966,0.1109,0.6512,0.1215,0.6204
14,393,50,9.593524176844783,-0.12070490749623156,1.1589237369137988,0.284,0.0456,0.297,0.0362
15,270,47,9.55307037148148,-0.03512894904296298,0.979961883960574,-0.1192,0.4247,-0.0952,0.5245
16,115,22,7.510330473913044,-0.11057666314782608,0.9789305564240801,-0.3309,0.1325,-0.3089,0.1619
17,126,28,9.231738157142859,0.12729759138650792,1.2053186447571445,-0.2852,0.1412,-0.3105,0.1078
18,291,32,8.875271553608249,0.1328180143353952,1.0482225004721584,0.3565,0.0452,0.3688,0.0378
20,130,20,7.893130790000001,-0.1509078675692308,1.02486050456048,-0.3062,0.1891,-0.298,0.2019
22,189,21,8.747867706349206,-0.11353146054920638,1.1843479679704711,0.3114,0.1693,0.3187,0.1591
23,111,30,9.126991006306307,-0.03989954666666668,1.1360504885857665,0.252,0.1792,0.2584,0.1681
25,284,40,9.310933165140845,0.15346305288732395,1.5434752824997893,0.3789,0.0159,0.3707,0.0185
