louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
1,1073,46,11.419406374277727,0.06699255216225534,1.12900013687078,0.7271,0.0,0.7329,0.0
2,106,32,11.029405742452829,-0.36574034064622646,1.1961528735417686,0.1012,0.5816,0.1183,0.5189
3,467,38,12.014456064453961,-0.11588240312098498,1.2135203215021373,0.5343,0.0005,0.5536,0.0003
4,525,46,12.681830447619047,-0.29613471200857144,1.2906145568588716,0.4481,0.0018,0.4501,0.0017
5,1530,48,8.515717655816992,-0.4829144580700981,1.3503828296922666,0.7452,0.0,0.74,0.0
6,1431,48,11.057962170090846,-0.4241390208271349,1.220025517206242,0.6031,0.0,0.6068,0.0
7,197,43,11.532822167512691,0.0971965885786802,1.070002248057323,0.0375,0.8114,0.042,0.789
8,784,43,10.084438754719388,-0.40432845002219386,1.3285734800643587,0.6944,0.0,0.6956,0.0
9,287,44,10.617484316724738,-0.0364628773379791,1.3566809525865036,0.3002,0.0477,0.2936,0.0531
10,452,46,11.382453477433629,-0.14472833388340708,1.067286124131311,0.0549,0.7173,0.0481,0.7509
11,300,47,10.910359970333333,-0.17319691807666665,0.9530305521231797,-0.1588,0.2864,-0.1655,0.2664
13,511,46,8.802610515851274,-0.630027864588454,1.0004688075722183,0.4319,0.0027,0.4206,0.0036
