louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
1,3574,52,10.242919863598207,-0.28508513717148015,1.1557107470716603,0.6548,0.0,0.6552,0.0
3,357,38,10.831520942577031,-0.447066706747339,0.9185331585913856,-0.2994,0.0679,-0.2963,0.0709
4,516,46,13.010827490310078,-0.17223588570872095,1.07913464133682,0.4324,0.0027,0.4126,0.0044
5,1392,51,8.276163062643679,-0.31727974453919544,1.328086776412718,0.6336,0.0,0.6317,0.0
6,2098,50,10.328602420162058,-0.25670520923298373,1.0741489072268062,0.6566,0.0,0.651,0.0
8,1787,47,10.860619437604925,-0.3374612099934639,1.6491680573272696,0.7709,0.0,0.7676,0.0
9,1045,52,9.615866901913876,-0.17860030062885168,1.0361525450972622,0.2569,0.066,0.2557,0.0673
10,370,49,10.281643114054056,-0.42164570117743244,0.976169980794082,0.2705,0.0601,0.27,0.0606
11,166,42,9.066481937349398,-0.3046719576777108,0.9062312054561614,0.1976,0.2097,0.1956,0.2145
12,199,45,9.986613001005026,-0.38737635245125623,0.94108087430307,-0.157,0.303,-0.1509,0.3225
13,563,51,9.13183651634103,-0.5573680033198934,1.0466434150130663,0.5204,0.0001,0.5222,0.0001
