louvain,n_cells,n_animals,mean_lochness,median_lochness,std_lochness,pct_old_enriched,pct_young_enriched,pct_neutral,n_significant,pct_significant,r_age,p_age
1,185,46,0.0019607843137253926,0.0882352941176469,0.2855696054941781,2.1621621621621623,1.0810810810810811,96.75675675675676,25,13.513513513513514,-0.14123097810730237,0.3491609746546676
2,476,44,-0.010457516339869318,-0.0666666666666667,0.28458802705649006,4.411764705882353,5.2521008403361344,90.33613445378151,46,9.663865546218489,-0.021415463357615867,0.8902559624649805
3,303,40,-0.014659685863874275,-0.0481675392670156,0.3069287611638625,1.9801980198019802,8.58085808580858,89.43894389438944,100,33.003300330033,0.1509913999271828,0.3523612189246671
6,139,34,0.13157894736842093,0.0973684210526314,0.4039366844394438,18.705035971223023,3.597122302158273,77.6978417266187,47,33.81294964028777,0.09759569435887984,0.5829343438983147
8,6213,48,-0.10584770719394189,-0.2158603281447202,0.48877618170335724,14.56623209399646,15.580234991147593,69.85353291485595,1873,30.146467085144053,0.3174498358682972,0.027906536474548063
9,69620,52,0.02271332299807001,0.1013383111336096,0.4241126032386296,17.24360815857512,13.906923297902901,68.84946854352198,15780,22.66590060327492,0.6848331900046626,2.1534088157389708e-08
10,18063,52,0.036058725232752595,0.0780019097636668,0.41527678441886856,19.4098433261363,12.019044455516802,68.5711122183469,4326,23.949510048164758,0.5768871732705764,7.589138461283832e-06
11,22024,52,-0.008849812626117002,0.0581339483040261,0.40404222684184443,7.0468579731202325,12.745187068652381,80.20795495822739,6501,29.517798764983656,0.6887617434039698,1.659303606000224e-08
12,1854,49,0.02550403225806447,0.1213709677419354,0.3245897177530889,3.505933117583603,4.584681769147789,91.9093851132686,319,17.20604099244876,0.34991671474596137,0.013714598222489126
13,686,30,-0.20178571428571426,-1.0,1.0230186029803152,13.994169096209912,52.76967930029155,33.23615160349854,20,2.9154518950437316,0.03938929312431906,0.8362779832930199
17,159,27,-0.32000000000000006,-0.5457142857142857,0.6892886047780188,11.949685534591195,57.23270440251572,30.81761006289308,19,11.949685534591195,0.5699164467652493,0.0019133413796632091
20,150,19,0.09910714285714281,0.0714285714285714,0.17914502196644144,0.0,0.0,100.0,28,18.666666666666668,-0.00320938947274646,0.9895961819760917
21,1127,51,0.01203830369357042,0.0792065663474691,0.47816011504302813,32.20940550133097,17.30257320319432,50.48802129547472,671,59.53859804791482,0.34832966054788933,0.012248758893497243
22,1519,48,-0.07571251548946728,-0.0588599752168526,0.4164257761126481,12.113232389730086,16.458196181698487,71.42857142857143,434,28.57142857142857,0.30657112315165147,0.034062916810325895
23,1777,52,0.029372937293729393,-0.0225522552255225,0.3005054552039002,6.809229037703996,3.7703995498030385,89.42037141249295,188,10.579628587507035,0.07699607462468218,0.5874492733447869
24,106,31,0.009589041095890491,0.0164383561643836,0.3126422363484475,0.0,8.49056603773585,91.50943396226415,63,59.43396226415094,0.2013468016237836,0.2774107268687439
27,424,45,0.008633093525179885,-0.0848920863309352,0.6505780059203852,29.245283018867923,21.462264150943398,49.29245283018868,110,25.943396226415093,0.15598355163839828,0.3062112082951629
28,106,26,-0.03768115942028981,0.0753623188405797,0.3492235556881165,2.8301886792452833,14.150943396226415,83.01886792452831,37,34.90566037735849,0.11388765276812478,0.5796043036443415
29,111,20,0.24328358208955217,0.325373134328358,0.3783661974380072,26.126126126126124,4.504504504504505,69.36936936936937,55,49.549549549549546,0.43794673293413655,0.05344673692217153
