louvain,n_cells,n_animals,mean_lochness,median_lochness,std_lochness,pct_old_enriched,pct_young_enriched,pct_neutral,n_significant,pct_significant,r_age,p_age
0,748,51,0.06857749469214436,0.1116772823779193,0.3462989932316823,7.887700534759358,9.759358288770054,82.35294117647058,255,34.090909090909086,0.6767551475623194,4.984884059894702e-08
1,5362,52,-0.00686112031819682,0.0663573085846868,0.35468041755972146,6.061171204774338,6.751212234240955,87.18761656098471,1753,32.69302499067513,0.5813398306770995,6.207709741281091e-06
2,20758,53,-0.055978962908285704,-0.0423509872670234,0.39968591295689476,11.316119086617208,13.652567684748048,75.03131322863474,3573,17.212640909528858,0.7697687086424991,1.6265166026146902e-11
3,53836,52,-0.023649513790358928,-0.0684846177803925,0.4122435050180267,5.877108254699458,12.337469351363401,81.78542239393714,20543,38.15848131361914,0.8439806099751183,3.9265544090229775e-15
5,662,42,0.0901098901098901,-0.2725274725274725,1.060416570551929,31.268882175226587,42.74924471299094,25.981873111782477,490,74.01812688821752,0.5705424801577178,7.979079373372316e-05
6,27875,53,-0.017320586044201548,0.0383039483486467,0.3647455064540719,8.157847533632287,7.93542600896861,83.9067264573991,10212,36.634977578475336,0.7896604517352133,2.108154912468354e-12
12,19296,53,0.012024295340229798,0.0987567618866851,0.36079847366759754,5.275704809286899,7.4471393034825875,87.27715588723052,6111,31.669776119402986,0.6184794912311755,8.003202137000709e-07
16,359,40,0.06413043478260864,0.1706521739130434,0.2084280814423223,0.0,0.8356545961002786,99.16434540389972,88,24.512534818941504,0.3361223944624349,0.033960030325774875
17,77205,53,0.040006203313603377,0.1973170668665512,0.5796756437213177,25.714655786542323,22.166958098568745,52.118386114888935,32055,41.519331649504565,0.8757675753542072,9.337649532138401e-18
18,42826,53,0.02589955826221212,0.1020114079855899,0.3609717224145109,6.1504693410544995,6.51006397982534,87.33946667912016,5422,12.660533320879837,0.7891257965818845,2.2334950997108565e-12
19,17458,53,0.043758765778401036,0.1300895457978206,0.3818780980805439,17.436132432122808,7.337610264635125,75.22625730324206,4325,24.77374269675793,0.6384694425952918,2.69495591842989e-07
20,57369,53,0.03881384159881561,0.06160251665433,0.3573229023701368,8.600463665045583,6.149662709825864,85.24987362512856,12259,21.36868343530478,0.7446714195756386,1.6309325156210172e-10
21,171,35,0.017346938775510294,0.0469387755102041,0.29383665681857213,5.263157894736842,4.093567251461988,90.64327485380117,22,12.865497076023392,0.138246575102289,0.42836735411432936
22,25387,53,-0.01784456269204823,-0.0486772090234579,0.38443139433782514,12.849095994012682,10.060267065821089,77.09063694016622,6592,25.966045613896878,0.6921578967994341,9.438850421222175e-09
23,17172,52,0.03304553397060346,0.0590194264569843,0.3117250078647119,6.254367575122292,3.028185418122525,90.71744700675518,4748,27.64966224085721,0.6055021809235281,1.977557149355018e-06
24,27288,53,0.030528363453815148,0.0274096385542167,0.33844245615993584,9.473028437408384,4.782321899736148,85.74464966285547,7895,28.93213133978306,0.6561983981790107,9.593004111319174e-08
26,40647,53,-0.004307043586764751,0.049361042984381,0.31707406596444615,5.112308411444879,4.470194602307673,90.41749698624744,11330,27.87413585258445,0.850058774413868,8.179036831455387e-16
27,70863,53,0.07677821814685391,0.1632958889331863,0.3622733998540901,5.164895643706871,10.492076259825296,84.34302809646783,29696,41.90621339768285,0.8490777394219021,9.539519586052388e-16
28,65484,53,0.06591116084207232,0.0224153633974341,0.3274004734197818,10.969091686518844,3.7780221122717,85.25288620120945,20588,31.439741005436446,0.7707865778523195,1.4723696764272134e-11
29,85329,53,0.06433622386090865,0.1071383777004086,0.4812839939950488,14.19564274748327,14.033915784785947,71.77044146773078,29455,34.51933105978038,0.8283322837297485,1.954850450432625e-14
30,38617,53,0.018437725900412528,-0.0147467789258833,0.3354116502689241,2.7474946267188027,10.391796359116451,86.86070901416475,8750,22.658414687831787,0.8284022921178118,1.936357601743363e-14
