louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,12509,52,10.257791239531537,-0.008238155594426415,1.2225373788540896,0.6851,0.0,0.6834,0.0
1,1189,52,10.734955361900756,-0.02106907150328007,1.171486435649635,0.633,0.0,0.6232,0.0
2,3227,52,10.381548696529284,-0.1525335241608057,1.3344564352162813,0.7554,0.0,0.7567,0.0
3,19775,52,11.143641258821745,-0.023586850977521116,1.2622256684744506,0.8001,0.0,0.801,0.0
4,11707,52,10.57700440228923,-0.034084932942540766,1.1960129322780757,0.6447,0.0,0.6444,0.0
5,2188,47,10.291456421846433,-0.19869919031400368,1.3431480212238995,0.5306,0.0001,0.544,0.0001
6,8915,52,8.771584722882784,-0.10327493086847561,1.734914144092921,0.525,0.0001,0.5279,0.0001
7,7358,52,12.12034867927426,0.01788100748055586,1.1846594202324112,0.536,0.0,0.5375,0.0
8,1419,52,11.28459550035236,-0.0634492580469697,1.0853379537140004,0.6446,0.0,0.6405,0.0
9,11409,52,9.640490062687352,-0.21791195961598475,1.2279549063069561,0.8283,0.0,0.8323,0.0
10,699,52,10.822723832618026,-0.21805625325808295,1.055600418963089,0.4979,0.0002,0.5138,0.0001
11,6182,52,10.870467899175022,0.045933390835967335,1.2008155266419966,0.797,0.0,0.8015,0.0
