louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,19775,52,9.541900344657394,-0.0968083945306836,1.1611619767950168,0.8277,0.0,0.829,0.0
1,895,52,10.492268195195532,-0.18665948697998885,1.0922695102209605,0.6035,0.0,0.6167,0.0
2,15211,52,11.143024698224968,-0.06022101551487963,1.4417840546761276,0.8017,0.0,0.8036,0.0
3,25760,52,11.192418921696428,-0.09508937205219486,1.3671468313057586,0.806,0.0,0.8094,0.0
4,14675,52,10.708242478139693,-0.16426101843723206,1.2406548059536284,0.8947,0.0,0.8938,0.0
5,23728,51,11.192732716963082,-0.14213118456522475,1.6744858383366497,0.8434,0.0,0.8468,0.0
6,26222,52,9.968135646235986,-0.13896680040446435,1.7534842452228452,0.8099,0.0,0.8105,0.0
7,12970,52,11.735193287108714,-0.2636767743077988,1.3101463099421382,0.7161,0.0,0.7097,0.0
8,895,52,9.88246700782123,-0.3745413390946368,1.04822741956476,0.5207,0.0001,0.5126,0.0001
9,5545,52,10.116415372100992,-0.17923259582387738,1.4319640824870314,0.6015,0.0,0.6011,0.0
10,6759,52,10.491543808255658,-0.1287707709677615,1.1795983760079534,0.8099,0.0,0.8136,0.0
11,9031,52,11.184103540128447,-0.22161387853820508,1.2697083166095273,0.8702,0.0,0.8651,0.0
