louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,1407,51,10.793710695806682,-0.23041028392743426,1.2685918235782,0.5775,0.0,0.6024,0.0
1,523,50,12.159376598279158,0.38569537303326956,1.197783935938541,0.5556,0.0,0.5569,0.0
2,483,46,10.749298068530022,-0.36649378891863355,1.174881629207424,0.4358,0.0025,0.4202,0.0036
3,9323,51,12.52645293163145,0.1650337891492415,1.2476118655537958,0.7449,0.0,0.7404,0.0
4,9132,51,11.366136392947876,-0.08968939703163054,1.2719393114778526,0.8491,0.0,0.848,0.0
5,3165,51,11.346281245466034,0.0005533105649004702,1.441469997431935,0.5478,0.0,0.5436,0.0
6,8668,51,11.299197969231654,0.014697522546098291,1.6618010275642454,0.8102,0.0,0.8141,0.0
7,2241,41,11.564234753012048,-0.3121430602711513,1.1048142056520367,0.2385,0.1332,0.2145,0.1782
8,1467,50,11.050445065030676,-0.11935346444608044,1.1401760728765298,0.4469,0.0011,0.4332,0.0017
9,1184,44,12.539992309628378,0.057017845756334444,1.396756401399273,0.5855,0.0,0.5959,0.0
10,201,46,11.254975084577115,-0.3740227084731344,1.0885228758310255,0.3298,0.0252,0.307,0.0379
11,2106,49,13.249724896391262,0.14199076405704653,1.240956758355531,0.5439,0.0001,0.5254,0.0001
12,881,51,10.679413138251986,-0.03162646765607264,1.2840607083256907,0.767,0.0,0.7482,0.0
13,375,50,10.346887913866667,0.06726120908133333,0.9838345031858066,-0.0661,0.6482,-0.0717,0.6208
