louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,3893,51,9.907968673028511,-0.29090059871296686,1.2194571819777091,0.7039,0.0,0.7098,0.0
1,360,49,11.216511095555555,-0.2223432734147222,1.1620161355710252,0.2962,0.0388,0.2763,0.0546
2,3121,49,12.27815496392182,-0.05294651223955783,1.448967966972335,0.7384,0.0,0.7372,0.0
3,9576,49,12.80372719604219,0.1051007271449718,1.2956679290669377,0.852,0.0,0.8493,0.0
4,4101,50,11.855132135430383,-0.08580756863021947,1.25995378601882,0.8127,0.0,0.817,0.0
5,5229,48,12.336625317498566,-0.0179930185466246,1.3337847230508124,0.8702,0.0,0.8729,0.0
6,7864,50,9.878108030620549,-0.18481986186216937,1.7986513309366639,0.7636,0.0,0.7672,0.0
7,4136,48,12.88668923360735,-0.03256496615344295,1.248195053744077,0.7113,0.0,0.7008,0.0
8,775,49,11.601668384774191,-0.23999039605974193,1.0314759655299521,0.2927,0.0413,0.3018,0.0351
9,2591,48,11.06009218475492,-0.1513237220387341,1.370634862482147,0.6419,0.0,0.6382,0.0
10,1581,50,11.79383109810247,0.0024659296704617347,1.2106684011058915,0.6065,0.0,0.614,0.0
11,2738,50,11.392590464207451,-0.38454879878991965,1.3749629367397034,0.6935,0.0,0.687,0.0
