louvain,n_cells,n_animals,mean_lochness,median_lochness,std_lochness,pct_old_enriched,pct_young_enriched,pct_neutral,n_significant,pct_significant,r_age,p_age
0,5085,48,0.008399545970488215,-0.0380249716231553,0.40983092346113065,14.945919370698132,11.406096361848574,73.6479842674533,849,16.696165191740413,0.605925124702566,5.02729630125494e-06
1,714,40,-0.011428571428571309,-0.1839999999999999,0.7606574469186476,25.910364145658267,36.134453781512605,37.95518207282913,101,14.145658263305322,0.5268313278909672,0.00047864902509962614
2,3611,50,-0.02011585044760387,-0.0492364402317007,0.35350212848443313,10.218775962337302,8.557186374965383,81.22403766269731,746,20.65909720299086,0.5689727313723656,1.622703964472317e-05
4,2391,48,0.037714712471993976,0.071396564600448,0.3215918143377113,6.357172731074864,3.3458803847762444,90.2969468841489,395,16.520284399832704,0.1587194858080811,0.2812556530044521
5,953,49,0.04891304347826089,0.0358695652173913,0.29695789650671184,7.345225603357817,1.888772298006296,90.7660020986359,88,9.233997901364113,0.25645296751549107,0.07528779144987109
6,1834,47,-0.01895734597156396,0.0140600315955766,0.2670019498091766,0.0,4.961832061068702,95.0381679389313,552,30.09814612868048,0.47277486408042546,0.0007915449743503923
7,2115,49,0.008009708737864156,0.0266990291262136,0.27959156883854414,4.869976359338062,1.938534278959811,93.19148936170212,399,18.865248226950353,0.6330790538707923,1.054014449183989e-06
8,1420,48,-0.004474002418379701,0.030229746070133,0.2945937611796634,5.211267605633803,3.169014084507042,91.61971830985915,200,14.084507042253522,0.5285916967001696,0.00011246631401478221
12,188,46,-0.0594827586206897,-0.0275862068965517,0.2858481196382917,1.0638297872340425,8.51063829787234,90.42553191489363,18,9.574468085106384,0.36305844398568426,0.01314266623309952
13,1247,48,3.9886119890302335e-17,0.0508426966292135,0.2710773601026445,2.967121090617482,2.0850040096230953,94.94787489975943,252,20.208500400962308,0.30025565522640996,0.038124907892884044
14,1143,44,-0.06279391424619636,-0.0514522821576763,0.2895971440378032,1.399825021872266,9.361329833770778,89.23884514435696,123,10.761154855643044,0.6320417412000737,4.191039667537493e-06
15,4181,50,-0.0013945857260048357,0.0289581624282199,0.3097321729206495,5.788088973929682,3.587658454915092,90.62425257115522,392,9.375747428844775,0.5990887627398105,4.298298620734584e-06
16,4385,50,0.02839264763394594,0.0289401642549862,0.3339819692775372,8.62029646522235,4.492588369441277,86.88711516533637,575,13.112884834663626,0.5472852917395219,3.907521856886906e-05
