louvain,n_cells,n_animals,mean_lochness,median_lochness,std_lochness,pct_old_enriched,pct_young_enriched,pct_neutral,n_significant,pct_significant,r_age,p_age
0,9551,47,0.030406807804068115,-0.0088210875882108,0.4167224197143455,13.998534184902104,11.517118626321851,74.48434718877604,1754,18.364569155062295,0.5874011767773422,1.4213932170449945e-05
1,1588,46,-0.06348837209302317,-0.2613953488372092,0.6698360447688855,15.428211586901764,32.367758186397985,52.20403022670025,759,47.795969773299745,0.39459824072326855,0.006652996930568289
2,15346,51,-0.059791282995702806,-0.0579496623695518,0.37540712321291636,10.478300534341196,11.19509970024762,78.32659976541119,3326,21.67340023458882,0.4867520315535523,0.00029243295235037583
4,2531,50,-0.012229679343773234,-0.0563012677106636,0.3169567896341081,8.889766890557093,4.938759383642829,86.17147372580007,433,17.10786250493876,0.1935847806886349,0.1779767130616168
5,3296,51,0.020456905503634527,0.026791277258567,0.2956657943645207,6.614077669902913,2.6092233009708736,90.77669902912622,712,21.601941747572813,0.324630854168539,0.020115278530693944
6,6755,49,0.0350649350649351,0.0797202797202797,0.22184140203655522,0.0,1.4655810510732792,98.53441894892671,273,4.041450777202073,0.6512459005876433,4.0391616943814934e-07
7,3932,51,0.05263157894736851,-0.0066526315789473,0.32374573282467695,6.892166836215666,7.019328585961343,86.08850457782299,890,22.634791454730415,0.12664042865741562,0.3758625531646841
8,3077,51,0.03820912124582855,0.0268075639599553,0.30713069714768354,8.449788755281118,2.599935001624959,88.95027624309392,340,11.049723756906078,0.37271709492283805,0.007069412628071599
12,397,48,-0.029864253393665115,-0.1018099547511311,0.3110530852815183,2.518891687657431,4.785894206549118,92.69521410579345,29,7.304785894206549,0.10952502863986886,0.4586672155371816
13,247,46,-0.044966442953020165,-0.0053691275167785,0.2633639748702388,0.0,8.502024291497975,91.49797570850203,12,4.8582995951417,0.09374124692113886,0.5354857324996236
14,150,31,0.21764705882352928,0.176470588235294,0.5773066924220219,28.000000000000004,9.333333333333334,62.66666666666667,26,17.333333333333336,0.4264189399001197,0.016751818234569824
15,8099,50,0.021373555840821432,0.0396662387676507,0.3270976540159232,8.038029386343993,3.9757994814174586,87.98617113223854,2023,24.978392394122732,0.5609841122278397,2.2591200703230085e-05
16,5501,50,-0.029526368827678853,-0.0760833053409472,0.33981862463460477,3.6357025995273586,6.707871296127976,89.65642610434466,1153,20.95982548627522,0.6712360470817433,9.55596925067974e-08
