louvain,n_cells,n_animals,mean_lochness,median_lochness,std_lochness,pct_old_enriched,pct_young_enriched,pct_neutral,n_significant,pct_significant,r_age,p_age
0,3607,41,-0.004768041237113518,-0.0703608247422681,0.5433384670627076,17.105627945661215,23.45439423343499,59.4399778209038,1463,40.5600221790962,0.35139709247459555,0.0242692958278537
1,104,29,-0.17500000000000002,0.0399999999999999,0.5641231704657331,16.346153846153847,14.423076923076922,69.23076923076923,2,1.9230769230769231,0.17724744237277534,0.35766007302689673
2,2881,52,-0.005989232839838466,-0.0306191117092866,0.33788605716554554,8.19160013884068,6.942034015966677,84.86636584519263,436,15.133634154807357,0.6297493802463431,5.683449422165467e-07
4,3264,52,-0.068389780154486,-0.0303030303030303,0.3435490541900771,6.341911764705882,9.620098039215687,84.03799019607843,813,24.90808823529412,0.48340125804493933,0.0002832388165155094
5,1166,52,-0.0052542372881357775,-0.0118644067796612,0.34184426751573743,6.260720411663807,7.461406518010291,86.27787307032591,112,9.605488850771868,0.18823662026814905,0.18142555912548214
6,5752,49,0.014846891432106369,0.0674914939684503,0.4026259012233782,11.561196105702365,9.162030598052851,79.27677329624478,1192,20.723226703755216,0.8366587956366501,7.075058816042293e-14
7,2012,52,-0.011971104231166195,0.0381836945304437,0.3569329536417827,5.715705765407555,9.493041749502982,84.79125248508946,306,15.208747514910536,0.47243011587426204,0.0004058641095412446
8,5622,52,-0.018437197287697774,-0.0923474329996771,0.33706129837089693,4.268943436499466,5.9765208110992525,89.75453575240128,1637,29.11775168979011,0.7210470753980676,1.6519733230964393e-09
11,247,37,-0.053703703703703795,-0.5425925925925926,1.280471753058034,23.88663967611336,58.2995951417004,17.813765182186234,59,23.88663967611336,0.24146943737674742,0.14992572380634236
12,221,50,-0.07983193277310915,-0.0714285714285713,0.38501322702354546,3.167420814479638,15.837104072398189,80.99547511312217,42,19.004524886877828,0.15612646264333527,0.2789352649509152
13,184,46,-0.0241758241758241,0.010989010989011,0.29910025473870777,3.260869565217391,4.3478260869565215,92.3913043478261,4,2.1739130434782608,0.1707188464559871,0.25664448511486115
15,4843,52,-0.02772598297527345,-0.0184434535873529,0.3643839351222136,9.04398100351022,9.126574437332232,81.82944455915755,564,11.645674168903572,0.5359403870508996,4.227758509862256e-05
16,2230,52,-0.010858143607705796,-0.0236427320490368,0.35349007557624623,10.22421524663677,7.668161434977579,82.10762331838565,218,9.77578475336323,0.6845519731257583,2.1936264661402114e-08
