louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,1088,51,9.392493450091912,-0.1923677254250919,1.2215379933331492,0.1515,0.2885,0.1651,0.247
1,10818,48,10.568974561980033,-0.08708239855244408,1.4726355040778765,0.7322,0.0,0.7204,0.0
2,2108,47,9.844081477941177,0.012191491813804564,1.405153223435336,0.2928,0.0458,0.293,0.0457
3,361,26,6.3075235232686975,-0.9066031443573408,1.1982977970041895,0.4645,0.0168,0.4841,0.0122
4,1281,29,7.2464667698672915,-0.6051858205615301,1.4706034548891191,0.2919,0.1244,0.2283,0.2337
5,6235,37,10.15220924562951,-0.0824457241579583,1.305404846401357,0.5073,0.0014,0.497,0.0018
6,3264,37,7.855412305851717,-0.6685096635674631,1.776540159086928,0.0289,0.8649,0.0479,0.7782
7,4443,51,11.102276056268286,0.19581586242187643,1.2959748389998407,0.5726,0.0,0.5802,0.0
8,11500,48,10.416938685495651,-0.11501071234362782,1.3695500907156468,0.7221,0.0,0.7279,0.0
9,1228,48,10.383810197394139,-0.12174624051612375,1.2135172279426587,0.42,0.003,0.4328,0.0021
10,630,37,8.12701745873016,-0.6817894113590477,1.52785794499776,0.4619,0.004,0.4626,0.0039
11,7710,46,9.46570921915694,-0.195164356315803,1.9460232748005426,0.7316,0.0,0.7327,0.0
12,711,30,7.414144781434599,-0.3639673397428974,1.5672049578495495,0.2395,0.2024,0.2136,0.257
13,1156,35,7.356535455536331,-0.5001769778808823,1.4181671819209622,0.2939,0.0866,0.2923,0.0884
14,168,26,7.901285725,-0.3708490338035714,1.2733091693556926,0.1881,0.3574,0.2269,0.265
15,983,42,8.314271564903358,-0.452007285204354,1.6777679925804219,0.2453,0.1174,0.2483,0.1129
16,472,31,7.427631379025423,-0.2510149777902542,1.5168633934960458,0.4404,0.0132,0.4359,0.0142
17,2215,48,10.867731341399548,0.027696768752920996,1.0995225435611753,0.4116,0.0037,0.4204,0.0029
