louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,1086,50,11.10255150791897,-0.00913796189511971,1.0910703088454796,0.3605,0.0101,0.3677,0.0086
2,2552,51,10.778594044200627,-0.11646022092313871,1.0768138664776854,0.3743,0.0068,0.3661,0.0082
3,300,35,12.413969876666666,0.007118486712000006,1.1097286757494165,-0.0337,0.8476,-0.0461,0.7926
4,1439,52,10.631306380681028,-0.02885449586259208,1.0367384842884788,0.3181,0.0215,0.306,0.0274
5,1689,52,10.176342828774422,0.004910983563445821,1.0271643667434238,0.2335,0.0957,0.2263,0.1067
6,212,50,11.10583468490566,0.41468504579716986,1.1700663980699155,-0.0016,0.9915,0.0038,0.9789
7,1333,52,11.182142472543136,0.041422685336099024,1.1350619997232936,0.2839,0.0414,0.2788,0.0454
8,823,52,11.222978034143377,0.017383083422709594,1.049530711949174,0.1659,0.2399,0.1746,0.2157
9,390,49,11.481584485384614,0.14606667962102565,0.9961231581219674,0.1938,0.1821,0.22,0.1287
11,3450,51,10.987191573623187,-0.10396034392848115,1.1986870250129051,0.537,0.0,0.5269,0.0001
12,918,51,10.898164454466231,0.025719004583660134,1.0766185396865886,0.0688,0.6313,0.071,0.6205
13,1302,51,12.121985251843318,0.04066031623990784,1.238124853564659,0.1668,0.242,0.1814,0.2028
14,1343,51,10.803626127624721,-0.17737483983254654,1.0845546174833849,0.4706,0.0005,0.4394,0.0013
15,374,50,10.883879694385026,0.11575411213338238,0.9379216187510678,0.2055,0.1521,0.1763,0.2207
16,456,50,10.863563515350878,-0.04139822207171053,1.130764646113476,0.2444,0.0871,0.2579,0.0706
17,2256,51,11.482891374822694,-0.01806214438198582,1.0182954467606355,0.2223,0.117,0.1995,0.1604
18,627,52,11.15337306491228,0.08274446604172249,1.174330166861669,0.4016,0.0032,0.4096,0.0026
19,747,50,10.872222165327978,-0.001373411416733597,1.03803964810762,0.1269,0.38,0.1153,0.4253
