louvain,n_cells,n_animals,mean_neighbor_age,mean_zscore,std_zscore,r_age,p_age,r_zscore,p_zscore
0,864,46,9.355945583217592,0.14992001769791669,1.0634903988278759,0.0061,0.9678,-0.0035,0.9813
1,371,40,9.456153618059298,-0.007977741312983828,1.1228948392849105,0.4308,0.0055,0.4361,0.0049
3,1292,46,9.830404748374614,0.05755442031013932,1.0137440502096713,0.3067,0.0381,0.3425,0.0198
7,700,42,9.19348003357143,-0.09026070023828571,1.1182402376785976,0.2362,0.1321,0.2525,0.1066
9,893,45,10.167320261030234,0.016321493103583423,1.0720935620204193,0.2157,0.1548,0.2039,0.1792
10,2173,46,10.827379137551773,0.24559395920946162,1.1749635982936004,0.5852,0.0,0.5436,0.0001
11,2146,46,8.410595510997204,-0.05009495477744642,1.1836587816316655,0.7292,0.0,0.6975,0.0
12,504,45,8.14695632281746,-0.36503128443293653,1.1345225423731782,0.0963,0.5291,0.1302,0.394
13,3937,46,10.09227404018288,-0.11044100061012448,1.1909428589978885,0.7498,0.0,0.7544,0.0
15,182,42,8.844999934065934,-0.39512853098351647,0.9223841459519011,-0.0143,0.9284,-0.0116,0.9417
